name	name2	strand	txStart	txEnd
NM_010934	Npy1r	+	69221320	69230697
NM_001163564	Naf1	+	69384115	69414463
NM_010874	Nat2	+	70018846	70026477
NM_001168577	Nat2	+	70018773	70026477
NM_008674	Nat3	+	70047752	70072526
NM_028182	Sh2d4a	+	70800426	70871603
NM_027590	Ints10	+	71317827	71353309
NM_008509	Lpl	+	71404453	71430831
NM_001293792	Ints10	+	71317827	71353309
NM_001293791	Ints10	+	71317827	71353309
NM_199364	Lzts1	-	71659401	71664852
NM_007509	Atp6v1b2	+	71612634	71637616
NM_001013379	Zfp930	+	71732944	71754438
NM_172754	Zfp868	-	72134552	72149447
NM_001177527	Zfp964	+	72178454	72188352
NM_001045553	Zfp868	-	72134552	72149074
NM_181274	Zfp869	-	72229036	72240385
NM_001200023	Zfp963	-	72265537	72273861
NM_177899	Zfp866	-	72285222	72298810
NM_001039967	Zfp869	-	72229036	72240801
NM_001039965	Zfp869	-	72229036	72240801
NM_133224	Atp13a1	+	72315061	72331647
NM_026818	Cilp2	-	72404264	72411291
NM_032004	Tssk6	+	72426082	72427417
NM_001167939	Mau2	-	72540021	72566633
NM_028993	Mau2	-	72540021	72566633
NM_001293795	Tm6sf2	+	72596822	72603965
NM_181540	Tm6sf2	+	72596822	72603965
NM_011266	Rfxank	-	72654704	72663096
NM_001045484	Mef2b	+	72676659	72691387
NM_145597	Tmem161a	+	72696306	72707580
NM_001025589	Rfxank	-	72654704	72663096
NM_001309841	Borcs8	+	72664175	72672533
NM_001007570	Slc25a42	-	72708238	72736180
NM_007789	Ncan	-	72616983	72644743
NM_001145552	Borcs8	+	72663397	72672533
NM_001025587	Nr2c2ap	+	72655225	72657650
NM_001025586	Nr2c2ap	+	72655225	72657650
NM_001309645	Borcs8	+	72663397	72669448
NM_001293797	Tmem161a	+	72696306	72707580
NM_001310055	2310045n01rik-mef2b	+	72663397	72691387
NM_138647	Cers1	+	72839673	72855487
NM_001146153	Homer3	+	72806897	72818260
NM_172755	Sugp2	+	72758124	72787004
NM_011984	Homer3	+	72806897	72818260
NM_001168290	Sugp2	+	72758124	72784943
NM_001163282	Gdf1	+	72839673	72855491
NM_001024922	Ddx49	-	72816764	72826351
NM_008107	Gdf1	+	72853663	72855487
NM_001122830	Klhl26	-	72974126	73000842
NM_178771	Klhl26	-	72974126	73000842
NM_016685	Comp	+	72897446	72905965
NM_010223	Fkbp8	+	73051641	73059227
NM_001199631	Fkbp8	+	73051744	73059227
NM_133772	Ssbp4	-	73121388	73132213
NM_007924	Ell	+	73063573	73116757
NM_029366	Kxd1	-	73037294	73047079
NM_001111066	Fkbp8	+	73051641	73059227
NM_001286944	Jund	+	73221637	73224515
NM_015816	Lsm4	+	73197129	73202651
NM_001195253	Gm3336	+	73242441	73246534
NM_023217	Pgpep1	-	73170334	73183637
NM_010592	Jund	+	73221637	73224515
NM_032397	Kcnn1	-	73365947	73380907
NM_001166399	Rab3a	+	73278577	73282585
NM_009001	Rab3a	+	73278577	73282585
NM_008353	Il12rb1	+	73332347	73345322
NM_023065	Ifi30	-	73286671	73290562
NM_008841	Pik3r2	-	73292079	73300611
NM_199308	Mast3	-	73302015	73316332
NM_053248	Slc5a5	-	73406787	73416656
NM_029751	Rpl18a	-	73418620	73421342
NM_173013	Map1s	+	73429872	73441428
NM_010150	Nr2f6	-	73898017	73905851
NM_001142322	Myo9b	+	73796612	73884611
NM_181418	Ushbp1	-	73908172	73919700
NM_029865	Ocel1	+	73895196	73897588
NM_015742	Myo9b	+	73796612	73884611
NM_001142323	Myo9b	+	73796612	73884611
NM_025917	Use1	+	73891115	73893631
NM_001145780	Use1	+	73890746	73893631
NM_001293800	Ocel1	+	73895196	73897588
NM_053162	Mrpl34	+	73988824	73989652
NM_025600	Dda1	+	73993092	73999996
NM_032398	Plvap	-	74021651	74035668
NM_022419	Abhd8	-	73980598	73987556
NM_001164679	Ano8	-	73999917	74009966
NM_001294258	Dda1	+	73993092	73999996
NM_001294259	Dda1	+	73993092	73999996
NM_172756	Ankle1	+	73929910	73934441
NM_001310502	Ankle1	+	73929910	73934441
NM_001166213	Fam129c	+	74121544	74132048
NM_145598	Nxnl1	-	74084453	74090548
NM_146211	Colgalt1	+	74134922	74148810
NM_025396	Pgls	+	74116082	74120166
NM_001294269	Pgls	+	74116082	74120166
NM_028189	B3gnt3	-	74215617	74225699
NM_028715	Fcho1	-	74232285	74249580
NM_001190830	Jak3	+	74200281	74212212
NM_013564	Insl3	+	74213150	74214476
NM_010589	Jak3	+	74200281	74214476
NM_001166645	Zfp882	+	74432504	74442750
NM_145624	Zfp709	+	74405966	74416464
NM_001164581	Zfp961	+	74474964	74494232
NM_024444	Cyp4f18	-	74512380	74533525
NM_146338	Olfr374	+	74630938	74634408
NM_023126	Rab8a	+	74685098	74705265
NM_146539	Olfr373	+	74623660	74624605
NM_207555	Olfr372	+	74581558	74582574
NM_001080812	Cib3	-	74728233	74736736
NM_001122832	Eps15l1	-	74901315	74945373
NM_007944	Eps15l1	-	74864895	74945373
NM_008452	Klf2	+	74842960	74845553
NM_028500	Calr3	-	74948081	74967677
NM_001289859	Eps15l1	-	74864895	74945373
NM_027485	Med26	-	75018457	75072209
NM_177766	Slc35e1	-	75001893	75016513
NM_138585	Cherp	-	74984381	74999132
NM_009188	Sin3b	+	75247168	75282102
NM_001113248	Sin3b	+	75247168	75263813
NM_027837	Isx	+	77397072	77417405
NM_001294278	Isx	+	77397072	77417405
NM_001136259	Tom1	+	77557584	77594020
NM_011622	Tom1	+	77557584	77594020
NM_001316753	Hmgxb4	+	77517548	77555877
NM_178017	Hmgxb4	+	77517548	77555877
NM_001316754	Hmgxb4	+	77540120	77555877
NM_001302540	Mcm5	+	77633407	77652338
NM_010442	Hmox1	+	77617516	77624492
NM_008566	Mcm5	+	77633407	77652338
NM_029182	Rasd2	+	77737842	77748012
NM_145599	Tmem184c	-	80119878	80134552
NM_009033	Rbmxl1	-	81029167	81032827
NM_001252089	Rbmxl1	-	81029167	81032827
NM_030145	Lsm6	-	81328766	81345051
NM_001191004	Lsm6	-	81328766	81345051
NM_026315	1700011L22Rik	-	81734328	81772482
NM_133823	Mmaa	-	81790322	81818855
NM_015751	Abce1	-	82207340	82235639
NM_010369	Gypa	+	83017943	83034684
NM_001167898	Frem3	+	83134937	83219456
NM_001254747	Il15	-	84855522	84926485
NM_008357	Il15	-	84855522	84926485
NM_009463	Ucp1	+	85814246	85822355
NM_019708	Scoc	-	85958390	85966561
NM_009904	Clgn	+	85913789	85950728
NM_026233	Mgat4d	+	85872370	85903301
NM_001039137	Scoc	-	85958390	85982295
NM_001285992	Scoc	-	85958390	85966561
NM_146270	Olfr370	+	86064991	86066087
NM_018808	Dnajb1	+	86132073	86136552
NM_001199593	Pkn1	-	86193660	86217960
NM_177262	Pkn1	-	86193660	86223078
NM_001308227	Dnajb1	+	86132446	86136552
NM_001163031	Adgre5	-	86247149	86265210
NM_001163030	Adgre5	-	86247149	86265210
NM_001163029	Adgre5	-	86247149	86265210
NM_011925	Adgre5	-	86247149	86265210
NM_181039	Adgrl1	+	86423996	86465853
NM_016671	Il27ra	-	86554184	86566474
NM_009055	Rfx1	+	86590734	86620891
NM_001291292	2210011C24Rik	-	86534126	86535619
NM_183097	1700067K01Rik	+	86525604	86528669
NM_029045	4930432K21Rik	+	86671936	86696496
NM_001013384	Podnl1	+	86649887	86656416
NM_001163752	4930432K21Rik	+	86671936	86696496
NM_026350	Ccdc130	-	86781665	86794301
NM_001007571	D8Ertd738e	-	86770133	86773660
NM_026423	Mri1	-	86774474	86781223
NM_001294281	Ccdc130	-	86781665	86794301
NM_001164560	Trmt1	+	87213145	87223707
NM_001164559	Trmt1	+	87213145	87223707
NM_008535	Lyl1	+	87225355	87228615
NM_198020	Trmt1	+	87213145	87223707
NM_010499	Ier2	-	87185229	87186751
NM_025788	Nacc1	-	87194377	87211761
NM_027954	Syce2	+	87396009	87411345
NM_008097	Gcdh	-	87410285	87417820
NM_001044744	Gcdh	-	87410285	87417820
NM_201227	Dand5	-	87339303	87346722
NM_001297606	Rad23a	-	87358550	87364564
NM_025648	Farsa	+	87380884	87393156
NM_009010	Rad23a	-	87358550	87364564
NM_001168244	Syce2	+	87396156	87411345
NM_007591	Calr	-	87365986	87370830
NM_183358	Gadd45gip1	+	87356180	87359381
NM_001168246	Syce2	+	87396009	87411345
NM_001297607	Rad23a	-	87358550	87364564
NM_019945	Mast1	-	87435751	87461252
NM_010635	Klf1	+	87425826	87429194
NM_001130194	Best2	-	87531101	87538307
NM_001167991	Hook2	+	87514493	87527263
NM_133255	Hook2	+	87514493	87527263
NM_008416	Junb	-	87500807	87502647
NM_001317385	Prdx2	+	87493520	87498561
NM_011563	Prdx2	+	87493520	87498709
NM_026791	Fbxw9	+	87584017	87591019
NM_010764	Man2b1	+	87607167	87622638
NM_001039514	Dhps	+	87595655	87599060
NM_026399	Wdr83	-	87598933	87604645
NM_001122843	Tnpo2	+	87561066	87581481
NM_001195531	Gm5741	-	87591466	87591881
NM_145390	Tnpo2	+	87560813	87581481
NM_146859	Olfr371	+	87754395	87755334
NM_001163791	Orc6	+	87823530	87832178
NM_019716	Orc6	+	87823530	87832178
NM_175441	Mylk3	-	87848827	87889223
NM_001297612	Mylk3	-	87848827	87904940
NM_172912	Abcc12	-	89028739	89090489
NM_001168591	Lonp2	+	89175467	89240535
NM_025827	Lonp2	+	89147941	89240535
NM_019626	Cbln1	-	89992751	89996491
NM_029074	Cnep1r1	+	90642657	90659096
NM_001164498	Papd5	+	90723111	90783621
NM_001164497	Papd5	+	90723111	90783621
NM_001164499	Papd5	+	90723111	90783621
NM_012047	Brd7	-	90856209	90886090
NM_145857	Nod2	+	91171245	91212373
NM_021390	Sall1	-	91551142	91568061
NM_001310530	Chd9	+	93456147	93578407
NM_010241	Aktip	-	93647397	93659393
NM_001282001	Rbl2	+	93593955	93647743
NM_001282000	Rbl2	+	93593955	93647743
NM_001302337	Aktip	-	93635680	93657926
NM_011250	Rbl2	+	93593955	93647743
NM_001302268	Aktip	-	93647397	93657926
NM_001302267	Aktip	-	93647397	93657926
NM_001302266	Aktip	-	93647397	93657926
NM_173431	Rpgrip1l	-	93740928	93837121
NM_001253822	Irx3	-	94322409	94325553
NM_008393	Irx3	-	94322409	94325553
NM_022428	Irx6	+	95198187	95204855
NM_001301137	Irx6	+	95198187	95204855
NM_008610	Mmp2	+	95351226	95377319
NM_009209	Slc6a2	+	95484945	95525566
NM_027112	Capns2	+	95425293	95426308
NM_007954	Ces1c	-	95622914	95655182
NM_053200	Ces1d	-	95689970	95721703
NM_133660	Ces1e	-	95725116	95753518
NM_144930	Ces1f	-	95780134	95803635
NM_021456	Ces1g	-	95826267	95861108
NM_001003951	Ces5a	-	96038094	96059607
NM_011787	Amfr	-	96495487	96536540
NM_177767	Ogfod1	+	96561097	96591822
NM_026623	Nudt21	-	96543302	96560939
NM_001093757	Ogfod1	+	96561097	96591822
NM_013602	Mt1	+	96702988	96704227
NM_013603	Mt3	+	96676506	96678048
NM_008631	Mt4	+	96661103	96662931
NM_008630	Mt2	+	96696517	96697467
NM_001033207	Nlrc5	+	96996662	97051172
NM_153507	Cpne2	+	97056927	97094429
NM_024269	Arl2bp	+	97190990	97198357
NM_026274	Rspry1	+	97125840	97184176
NM_024191	Arl2bp	+	97190499	97198357
NM_009137	Ccl22	+	97269583	97275288
NM_011332	Ccl17	+	97334352	97335936
NM_134141	Ciapin1	-	97343718	97362240
NM_009142	Cx3cl1	+	97296079	97306326
NM_001033533	Ccdc102a	-	97426768	97441998
NM_001145972	Adgrg5	+	97447593	97467190
NM_053246	Dok4	-	97387727	97400212
NM_001033468	Adgrg5	+	97447593	97467190
NM_001042715	Drc7	+	97579002	97602041
NM_028805	Katnb1	+	97605100	97623774
NM_001145832	Kifc3	-	97623727	97637242
NM_173036	Adgrg3	+	97541591	97569149
NM_028532	Tepp	+	97835497	97845229
NM_199455	Tepp	+	97835497	97845229
NM_145601	Cngb1	-	97814493	97830485
NM_133954	Usb1	+	97856183	97871413
NM_008187	Cfap20	-	97944149	97958769
NM_009974	Csnk2a2	-	97969995	98012720
NM_001310539	Prss54	-	98083032	98099507
NM_001195006	Ndrg4	+	98226936	98239019
NM_145602	Ndrg4	+	98226936	98239019
NM_009868	Cdh5	+	106625524	106668402
NM_021028	Tk2	-	106750590	106772458
NM_029295	Cklf	+	106774760	106787347
NM_001141925	Bean1	+	106694412	106742997
NM_001141924	Bean1	+	106694412	106742997
NM_027022	Cmtm2a	-	106804941	106817081
NM_001037841	Cklf	+	106774760	106788836
NM_001141922	Bean1	+	106694412	106742997
NM_001286383	Cklf	+	106774760	106787347
NM_028524	Cmtm2b	+	106846126	106854664
NM_153582	Cmtm4	-	106872092	106919707
NM_053070	Car7	+	107064706	107074243
NM_001301165	Car7	+	107065208	107074243
NM_001301164	Car7	+	107058599	107074243
NM_144931	Nae1	-	107034927	107058537
NM_180958	Ccdc79	-	106970618	107033787
NM_001252627	Cdh16	-	107138038	107148296
NM_007663	Cdh16	-	107138038	107148296
NM_001252628	Cdh16	-	107125814	107148296
NM_001024606	Pdp2	+	107115367	107120749
NM_019662	Rrad	-	107151965	107155221
NM_133960	Ces2a	+	107257902	107265534
NM_001190330	Ces2a	+	107257902	107265534
NM_001163756	Ces2e	+	107450159	107458572
NM_145603	Ces2c	+	107370967	107378382
NM_172759	Ces2e	+	107450159	107458572
NM_197999	Ces2g	+	107485617	107493437
NM_001164681	Ces3a	+	107572498	107582314
NM_198672	Ces3a	+	107572498	107582314
NM_146213	Ces4a	+	107655699	107674009
NM_001271915	B3gnt9	-	107776537	107779053
NM_028888	4931428F04Rik	-	107804308	107813428
NM_001256044	Hsf4	+	107793700	107799745
NM_001256042	Hsf4	+	107793700	107799745
NM_015821	Fbxl8	+	107788547	107793226
NM_011939	Hsf4	+	107793700	107799745
NM_177699	Fhod1	-	107853059	107871870
NM_145604	D230025D16Rik	+	107749087	107776951
NM_001166394	4931428F04Rik	-	107804308	107813428
NM_178879	B3gnt9	-	107776537	107779053
NM_025486	Tmem208	+	107850263	107852957
NM_172760	Elmo3	+	107829500	107834523
NM_001301173	Kctd19	-	107906706	107937402
NM_001033371	Lrrc36	+	107951539	107987986
NM_001170789	Lrrc36	+	107951539	107987986
NM_001170788	Lrrc36	+	107937521	107987986
NM_026481	Tppp3	-	107991391	107995322
NM_177791	Kctd19	-	107906706	107937402
NM_007427	Agrp	-	108090594	108092201
NM_008289	Hsd11b2	+	108042645	108047888
NM_001271806	Agrp	-	108090594	108103745
NM_001047436	Pard6a	+	108225047	108227394
NM_001047435	Pard6a	+	108225546	108227394
NM_019695	Pard6a	+	108225546	108227394
NM_181322	Ctcf	+	108160437	108206822
NM_001286345	Pard6a	+	108225546	108227394
NM_001286344	Pard6a	+	108225047	108227394
NM_021513	Thap11	+	108379002	108380850
NM_145824	Ranbp10	-	108292207	108351250
NM_001253804	Slc12a4	-	108467489	108490015
NM_008490	Lcat	-	108463450	108467302
NM_001301174	Nrn1l	+	108417466	108418923
NM_176913	Dpep2	-	108508845	108520323
NM_001301205	Dpep2	-	108508845	108515673
NM_001301204	Dpep2	-	108508845	108515673
NM_001301100	Edc4	+	108404780	108417125
NM_023182	Ctrl	-	108455893	108457762
NM_009195	Slc12a4	-	108467489	108490015
NM_175024	Nrn1l	+	108417466	108418923
NM_181594	Edc4	+	108404780	108417125
NM_013640	Psmb10	-	108459627	108462292
NM_001301176	Dus2	+	108535377	108577740
NM_010901	Nfatc3	+	108583502	108654437
NM_028038	Ddx28	-	108533515	108535386
NM_025518	Dus2	+	108535377	108577740
NM_001007567	Slc7a6os	-	108724337	108734833
NM_008217	Has3	+	109394141	109406802
NM_145412	Chtf8	-	109407762	109417493
NM_026513	Pdf	-	109570189	109572514
NM_025391	Nip7	+	109580776	109584828
NM_001286200	Terf2	-	109593301	109620445
NM_001164472	Nip7	+	109580776	109584828
NM_001083118	Terf2	-	109599416	109620445
NM_009353	Terf2	-	109593301	109620445
NM_008706	Nqo1	-	109912124	109927105
NM_010817	Psmd7	-	110104279	110112382
NM_019938	Pmfbp1	+	112017926	112066542
NM_017370	Hp	-	112099027	112103072
NM_175646	Txnl4b	+	112089885	112097951
NM_020046	Dhodh	-	112117147	112132573
NM_001286454	Pkd1l3	+	112138416	112196492
NM_029468	Zfp821	+	112229918	112248832
NM_001167946	Zfp821	+	112229445	112248832
NM_001286393	Zfp821	+	112229445	112248832
NM_001286391	Zfp821	+	112229445	112248832
NM_011998	Chst4	-	112552974	112563234
NM_212447	Marveld3	-	112471808	112486105
NM_146214	Tat	+	112514335	112523704
NM_028584	Marveld3	-	112476808	112486105
NM_175480	Zfp612	+	112603633	112616652
NM_146215	Cmtr2	+	112741859	112748389
NM_001135100	Il34	-	113265728	113329824
NM_029646	Il34	-	113265728	113329824
NM_133953	Sf3b3	-	113334391	113370703
NM_001310591	Mtss1l	+	113249625	113265301
NM_172283	Fuk	-	113406355	113426388
NM_009179	St3gal2	+	113443764	113496397
NM_172284	Ddx19b	-	113527085	113551670
NM_001190800	Ddx19b	-	113527085	113551670
NM_001190786	Ddx19b	-	113527085	113555651
NM_146217	Aars	+	113557741	113579469
NM_028274	Exosc6	+	113580238	113581564
NM_181549	Clec18a	-	113593396	113605608
NM_001310613	Mlkl	-	113835697	113862105
NM_029005	Mlkl	-	113835697	113862105
NM_133206	Znrf1	+	114060539	114149930
NM_001168623	Znrf1	+	114062242	114149930
NM_001168622	Znrf1	+	114060539	114149930
NM_001168621	Znrf1	+	114060539	114149930
NM_025583	Ctrb1	-	114210409	114214910
NM_001198839	Bcar1	-	114234374	114256036
NM_001037665	Zfp1	+	114167342	114194908
NM_011742	Zfp1	+	114167342	114194911
NM_009954	Bcar1	-	114234374	114267749
NM_001130868	Kars	-	114517338	114535254
NM_026693	Gabarapl2	+	114464602	114476815
NM_020584	Terf2ip	+	114535258	114544428
NM_053092	Kars	-	114517338	114535254
NM_001286384	Kars	-	114517338	114535254
NM_173015	Mon1b	+	116159698	116169092
NM_029139	Syce1l	+	116167112	116179433
NM_001048143	Mon1b	+	116159485	116169092
NM_001048145	Syce1l	+	116167112	116179433
NM_001286494	Syce1l	+	116167112	116179433
NM_024446	Nudt7	+	116657473	116676212
NM_024437	Nudt7	+	116657473	116676212
NM_001290182	Nudt7	+	116657473	116672288
NM_001290181	Nudt7	+	116657473	116676212
NM_001290180	Nudt7	+	116657473	116676212
NM_001007223	Clec3a	+	116941933	116952033
NM_001025577	Maf	-	118227152	118230794
NM_026844	Cmc2	-	119412584	119445336
NM_177700	Atmin	+	119467292	119484345
NM_021486	Bco1	+	119619764	119657620
NM_001163028	Bco1	+	119619764	119657620
NM_008290	Hsd17b2	+	120225845	120282929
NM_175185	Hsdl1	-	122085877	122099100
NM_001167910	Mbtps1	-	122032051	122082661
NM_019709	Mbtps1	-	122032051	122082661
NM_029428	Adad2	+	122136646	122140826
NM_021441	Taf1c	-	122121873	122129140
NM_026922	Atp2c2	+	122223908	122281618
NM_023395	Wfdc1	+	122190264	122211920
NM_028071	Cotl1	-	122333113	122364479
NM_001310630	Usp10	+	122434259	122481459
NM_009462	Usp10	+	122434259	122481459
NM_001163762	6430548M08Rik	+	122638051	122678474
NM_001033980	Fam92b	-	122690296	122701369
NM_197988	1190005I06Rik	-	123132501	123158282
NM_009941	Cox4i1	+	123192124	123198109
NM_001308449	Emc8-1190005i06rik	-	123132499	123192042
NM_001293559	Cox4i1	+	123192219	123198109
NM_001301811	Irf8	+	123262538	123280592
NM_008320	Irf8	+	123260257	123280592
NM_001166482	Mthfsd	-	123621456	123632279
NM_013519	Foxc2	+	123640070	123642794
NM_010426	Foxf1	+	123608285	123612054
NM_008024	Foxl1	+	123651584	123654544
NM_172761	Mthfsd	-	123621456	123632279
NM_133765	Fbxo31	-	124073342	124102706
NM_145605	Klhdc4	-	124320207	124353469
NM_007608	Car5a	-	124440043	124468812
NM_011404	Slc7a5	-	124405045	124431586
NM_153775	Ctu2	+	125000042	125006992
NM_007806	Cyba	-	124948670	124956840
NM_145834	Il17c	+	124945984	124947539
NM_138656	Mvd	-	124957495	124967322
NM_001301284	Cyba	-	124948670	124956840
NM_016722	Galns	-	125102136	125135387
NM_001193645	Galns	-	125102136	125135387
NM_021502	Trappc2l	+	125135525	125139491
NM_009698	Aprt	-	125098536	125100807
NM_007662	Cdh15	+	125372273	125391297
NM_020564	Sult5a1	-	125666746	125682180
NM_016738	Rpl13	+	125626249	125629142
NM_170684	Cpne7	+	125641273	125659085
NM_145606	Chmp1a	-	125728160	125736688
NM_020497	Zfp276	+	125778094	125794451
NM_194446	Cdk10	+	125748740	125756156
NM_194444	Cdk10	+	125748740	125756156
NM_007876	Dpep1	+	125710134	125725713
NM_001310661	Vps9d1	-	125766255	125778122
NM_028200	Vps9d1	-	125766255	125778122
NM_177279	Spata33	+	125736757	125745945
NM_001037878	Tcf25	+	125897610	125925792
NM_001037877	Tcf25	+	125897610	125928074
NM_001286362	Tcf25	+	125897610	125928074
NM_008559	Mc1r	+	125930981	125934647
NM_025804	Tcf25	+	125897610	125928074
NM_001286363	Tcf25	+	125897610	125925792
NM_001253784	Def8	+	125966855	125987799
NM_028146	Dbndd1	-	126029586	126039355
NM_054046	Def8	+	125966855	125987799
NM_001253783	Def8	+	125966855	125987799
NM_001281803	Def8	+	125967158	125987799
NM_001170976	Dbndd1	-	126028617	126039355
NM_001170975	Dbndd1	-	126029586	126039355
NM_054070	Afg3l1	+	126001761	126027816
NM_018855	Gas8	+	126042734	126060550
NM_133955	Rhou	+	126177828	126187780
NM_009606	Acta1	-	126415657	126418675
NM_001272041	Acta1	-	126415657	126418675
NM_172288	Nup133	-	126421022	126473165
NM_139272	Galnt2	+	126755293	126869622
NM_171824	Pgbd5	-	126892948	126957836
NM_007428	Agt	-	127080486	127093607
NM_029746	Cog2	+	127044666	127075907
NM_175149	2310022B05Rik	-	127159655	127187269
NM_025615	2810004N23Rik	-	127363254	127386929
NM_198632	Trim67	+	127316918	127358604
NM_053207	Egln1	-	127432486	127473154
NM_198103	Exoc8	-	127414198	127421605
NM_025636	Ntpcr	+	128258102	128272135
NM_028908	Map10	+	128193717	128197265
NM_001310688	Ntpcr	+	128258102	128263077
NM_008430	Kcnk1	+	128519001	128554585
NM_174987	Coa6	+	128946400	128949335
NM_001164598	Irf2bp2	-	129112195	129117336
NM_024214	Tomm20	-	129454563	129469821
NM_172762	Rbm34	-	129471072	129494979
NM_010578	Itgb1	+	131209553	131257479
NM_001197041	Ccdc7a	-	131569376	131589392
NM_029061	Ccdc7a	-	131503918	131589392
