name	name2	strand	txStart	txEnd
NM_010724	Psmb8	+	34335139	34338399
NM_010238	Brd2	-	34248963	34258692
NM_010386	H2-DMa	+	34259776	34276046
NM_001204973	Brd2	-	34248963	34259552
NM_013683	Tap1	+	34324500	34334170
NM_001161730	Tap1	+	34324500	34334170
NM_010382	H2-Eb1	+	34442811	34453619
NM_207105	H2-Ab1	+	34400171	34406363
NM_010389	H2-Ob	+	34375849	34382853
NM_011530	Tap2	+	34341423	34353266
NM_001001177	BC051142	+	34535764	34597679
NM_001163855	BC051142	+	34535764	34597679
NM_134116	Gpsm3	+	34726750	34728699
NM_010929	Notch4	+	34701239	34725488
NM_031176	Tnxb	+	34807479	34856760
NM_001271424	Ager	+	34734794	34737882
NM_001271423	Ager	+	34734794	34737882
NM_001271422	Ager	+	34734794	34737882
NM_007425	Ager	+	34734794	34737882
NM_018862	Agpat1	+	34745958	34750394
NM_001302396	Ppt2	-	34753606	34764380
NM_001302395	Ppt2	-	34753606	34764322
NM_001302394	Ppt2	-	34753606	34764961
NM_001302393	Ppt2	-	34753606	34765224
NM_017406	Atf6b	+	34784090	34792019
NM_019441	Ppt2	-	34753606	34764093
NM_152922	Egfl8	-	34750294	34752916
NM_001163379	Agpat1	+	34742805	34750394
NM_033613	Dxo	+	34973963	34976131
NM_001163770	Dxo	+	34973963	34976131
NM_138580	Nelfe	+	34987335	34993317
NM_009995	Cyp21a1	-	34938292	34941371
NM_001045864	Nelfe	+	34987335	34993317
NM_001045863	Nelfe	+	34987335	34993317
NM_011413	C4a	-	34946036	34960399
NM_009780	C4b	-	34865325	34880842
NM_021337	Skiv2l	-	34976170	34987149
NM_023557	Slc44a4	+	35051410	35067381
NM_145830	Ehmt2	+	35035918	35050995
NM_001204274	Lsm2	+	35118798	35122836
NM_001204273	Lsm2	+	35119074	35122836
NM_010893	Neu1	+	35068197	35074242
NM_030597	Lsm2	+	35119074	35122838
NM_013484	C2	-	34999546	35019045
NM_001110101	Lsm2	+	35118798	35122838
NM_013558	Hspa1l	+	35109647	35116173
NM_010479	Hspa1a	-	35106303	35109101
NM_010478	Hspa1b	-	35093373	35096183
NM_147151	Ehmt2	+	35035436	35050995
NM_001286575	Ehmt2	+	35035436	35050995
NM_001286573	Ehmt2	+	35035918	35050995
NM_198886	Zbtb12	+	35031503	35033789
NM_027366	Ly6g6e	+	35213886	35215749
NM_013600	Msh5	-	35165549	35183567
NM_033075	D17H6S56E-5	-	35133668	35137691
NM_023463	Ly6g6c	+	35204269	35206993
NM_009975	Csnk2b	-	35253139	35258237
NM_148939	Ly6g5b	-	35250889	35252345
NM_016765	Ddah2	+	35195979	35199044
NM_001190449	Ddah2	+	35195979	35199044
NM_011690	Vars	+	35137851	35153274
NM_001146215	Msh5	-	35165549	35183690
NM_001033221	G6b	-	35199637	35203129
NM_001191012	G6b	-	35199637	35203129
NM_033478	Ly6g6d	-	35208292	35211409
NM_023893	Sapcd1	-	35162919	35164961
NM_001303476	Csnk2b	-	35253139	35258237
NM_148947	Ly6g5c	+	35245244	35248898
NM_008518	Ltb	+	35331451	35333250
NM_001278601	Tnf	-	35336311	35338952
NM_032460	Gpank1	+	35259896	35261760
NM_001252468	Bag6	+	35272122	35284267
NM_001252469	Bag6	+	35272658	35284267
NM_013693	Tnf	-	35336311	35338952
NM_057171	Bag6	+	35272122	35284267
NM_001128597	Gpank1	+	35258440	35261760
NM_001199044	Prrc2a	-	35286030	35301822
NM_010735	Lta	-	35340109	35342296
NM_023179	Atp6v1g2	+	35373540	35375712
NM_033477	D17H6S53E	+	35263346	35265800
NM_010734	Lst1	-	35322039	35325385
NM_020027	Prrc2a	-	35286030	35301822
NM_010380	H2-D1	+	35400038	35404442
NM_001025208	LOC547349	+	35402723	35462354
NM_001267808	H2-L	+	35400067	35403675
NM_001201460	H2-Q9	+	35576111	35580715
NM_023124	H2-Q8	+	35561791	35565306
NM_010391	H2-Q10	+	35607033	35611508
NM_001252452	Pou5f1	+	35645751	35647722
NM_010394	H2-Q7	+	35576099	35580718
NM_013633	Pou5f1	+	35642976	35647722
NM_001198561	H2-Q7	+	35576099	35580718
NM_001198560	H2-Q7	+	35576099	35580718
NM_001008424	Cdsn	+	35689072	35694125
NM_001244654	Gm9573	-	35754867	35763582
NM_001033366	Dpcr1	-	35772699	35780640
NM_020576	Psors1c2	+	35670145	35671592
NM_146248	Cchcr1	+	35654060	35667960
NM_001163194	Sfta2	+	35786652	35787514
NM_001198833	Ddr1	-	35818511	35837535
NM_001198831	Ddr1	-	35818511	35838989
NM_007584	Ddr1	-	35818511	35841084
NM_010364	Gtf2h4	-	35804672	35810688
NM_175137	Vars2	-	35792579	35804537
NM_172962	Ddr1	-	35818511	35841084
NM_026987	Dhx16	+	36016722	36029613
NM_175242	Ppp1r18	+	36003559	36012541
NM_001146711	Ppp1r18	+	36002539	36012541
NM_001010833	Mdc1	+	35978442	35996615
NM_001033630	2310061I04Rik	-	36029621	36034323
NM_011655	Tubb5	-	35970864	35975246
NM_001146710	Ppp1r18	+	36003072	36012541
NM_008207	H2-T24	-	36142639	36157505
NM_001165892	Prr3	-	36114700	36116412
NM_001282025	Prr3	-	36114700	36116770
NM_001282024	Prr3	-	36109483	36116412
NM_001282013	Prr3	-	36109483	36116770
NM_001282012	Prr3	-	36109483	36115968
NM_013854	Abcf1	-	36093763	36106695
NM_001163818	Ppp1r10	+	36054140	36069228
NM_145487	Prr3	-	36109483	36116412
NM_008136	Gnl1	+	36116899	36126407
NM_001081032	Gm8909	-	36301388	36305482
NM_008199	H2-Bl	-	36217133	36221194
NM_010395	H2-T10	-	36252820	36258380
NM_001034909	Gm6034	+	36179905	36195590
NM_008208	H2-T3	-	36322515	36327096
NM_024468	Trim39	-	36395817	36408949
NM_178281	Trim39	-	36395817	36408378
NM_013544	H2-M10.1	-	36459804	36463095
NM_177636	H2-M1	-	36806952	36809142
NM_201611	H2-M10.6	+	36949119	36952511
NM_177637	H2-M10.5	+	36909854	36913180
NM_001025599	Trim26	+	36974090	36996343
NM_001172168	Trim40	-	37018542	37027070
NM_001033235	Trim40	-	37018542	37027070
NM_001286726	Trim26	+	36974090	36996343
NM_001286727	Trim26	+	36974090	36996343
NM_029632	Ppp1r11	-	37085299	37088737
NM_001024134	Trim15	-	36997635	37004132
NM_001177872	Trim15	-	36997635	37004155
NM_011280	Trim10	+	37006518	37014778
NM_146477	Olfr90	-	37222135	37223181
NM_001013745	Zfp57	+	37139469	37147674
NM_001168502	Zfp57	+	37138107	37147674
NM_001168501	Zfp57	+	37139426	37147674
NM_029747	2410137M14Rik	-	37114645	37118182
NM_010814	Mog	-	37147684	37160343
NM_019439	Gabbr1	+	37182910	37211250
NM_182714	Olfr91	-	37229878	37230817
NM_023137	Ubd	+	37330836	37333046
NM_146456	Olfr92	-	37247986	37248925
NM_013819	H2-M3	+	37407178	37411430
NM_146515	Olfr99	-	37416445	37417363
NM_001011721	Olfr102	-	37450355	37451382
NM_207673	Olfr100	-	37450400	37451327
NM_146511	Olfr107	+	37542421	37543454
NM_146465	Olfr108	+	37582424	37583462
NM_001011753	Olfr115	-	37746729	37747724
NM_001013575	Olfr112	-	37700183	37706396
NM_001005485	Olfr111	+	37666901	37667942
NM_146328	Olfr110	+	37629412	37636619
NM_213721	Olfr118	+	37808969	37809935
NM_001011830	Olfr119	+	37833629	37838582
NM_207155	Olfr117	-	37796322	37797276
NM_146890	Olfr126	+	37987538	37988498
NM_146290	Olfr125	+	37971855	37972973
NM_146288	Olfr122	+	37905586	37909565
NM_147062	Olfr124	+	37942013	37943135
NM_146327	Olfr129	-	38191543	38196729
NM_001177587	Esp36	-	38553418	38557130
NM_001177585	Esp34	+	38691136	38697566
NM_001177586	Esp31	+	38776391	38782598
NM_001256050	Esp24	+	39173639	39177172
NM_001177582	Esp23	-	39210635	39213982
NM_001244763	Esp18	+	39543303	39547937
NM_001255977	Esp16	+	39673086	39677792
NM_001244651	Esp15	+	39777901	39782612
NM_001256051	Esp38	+	40087464	40092232
NM_031190	Pgk2	-	40343962	40345554
NM_009638	Crisp1	-	40430706	40456156
NM_001177529	Esp6	+	40698455	40702573
NM_001287195	Esp6Esp5	+	40698455	40716498
NM_001177584	Esp8	+	40656970	40667651
NM_001287194	Esp5	+	40711659	40716498
NM_001177583	Esp4	+	40735542	40739566
NM_001251916	Esp3	+	40769023	40774009
NM_001038500	Esp1	+	40864068	40868731
NM_009420	Crisp2	-	40901682	40931095
NM_027834	9130008F23Rik	-	41012430	41017507
NM_001204071	Crisp2	-	40901682	40931095
NM_008650	Mut	+	41071633	41098938
NM_001289501	Adgrf4	-	42793835	42829233
NM_030067	Adgrf4	-	42793835	42829233
NM_001289499	Adgrf4	-	42793835	42829233
NM_001289500	Adgrf4	-	42793835	42829233
NM_133776	Adgrf1	+	43407295	43461355
NM_001161366	Tdrd6	-	43752283	43767248
NM_198418	Tdrd6	-	43752283	43767248
NM_013737	Pla2g7	+	43705399	43749150
NM_001161367	Tdrd6	-	43752283	43767248
NM_001285948	Cyp39a1	+	43804320	43888380
NM_001285947	Cyp39a1	+	43804320	43888380
NM_018887	Cyp39a1	+	43804320	43888380
NM_032003	Enpp5	+	44215794	44223510
NM_001168620	Enpp5	+	44215796	44223510
NM_199016	Enpp4	-	44233258	44242757
NM_172621	Clic5	+	44325520	44417117
NM_029257	4930564C03Rik	-	45016652	45017834
NM_027649	Spats1	-	45585885	45611887
NM_001199116	Slc29a1	-	45722148	45732521
NM_001177470	Gm7325	-	45737915	45738864
NM_001199115	Slc29a1	-	45722148	45736552
NM_001013749	Tmem151b	-	45678888	45686626
NM_001177469	Gm7325	-	45737915	45739051
NM_001177468	Gm7325	-	45737915	45739016
NM_013688	Tcte1	+	45660382	45679626
NM_022880	Slc29a1	-	45722148	45729342
NM_001199114	Slc29a1	-	45722148	45732851
NM_001199113	Slc29a1	-	45722148	45730589
NM_198608	Aars2	+	45643789	45657792
NM_001304956	Nfkbie	+	45692648	45700117
NM_008690	Nfkbie	+	45692648	45700117
NM_198167	Tmem63b	-	45797125	45823167
NM_028164	1600014C23Rik	-	45869812	45870793
NM_009505	Vegfa	-	46153942	46169326
NM_001025250	Vegfa	-	46153942	46169326
NM_001025257	Vegfa	-	46153942	46169326
NM_001110266	Vegfa	-	46153942	46162112
NM_001110268	Vegfa	-	46153942	46162112
NM_001110267	Vegfa	-	46153942	46162112
NM_001287058	Vegfa	-	46153942	46169326
NM_001287057	Vegfa	-	46153942	46169326
NM_001287056	Vegfa	-	46153942	46169326
NM_001317041	Vegfa	-	46153942	46169326
NM_145353	Yipf3	+	46385028	46389486
NM_001145979	Gtpbp2	+	46297980	46306319
NM_025649	Mad2l1bp	-	46284333	46290500
NM_009085	Polr1c	-	46380868	46384994
NM_019581	Gtpbp2	+	46297980	46306319
NM_145140	Abcc10	-	46440178	46462715
NM_001286028	Dlk2	+	46434431	46440220
NM_001286013	Dlk2	+	46434876	46440220
NM_170680	Abcc10	-	46440178	46464972
NM_144856	Slc22a7	-	46569133	46575426
NM_001162864	Ttbk1	-	46579396	46624624
NM_175168	Ptk7	-	46701399	46766453
NM_001316742	Mrpl2	+	46783169	46787081
NM_025302	Mrpl2	+	46783177	46787081
NM_001163729	Klhdc3	-	46811499	46817879
NM_001277309	Mea1	+	46817934	46820075
NM_001277310	Mea1	+	46817401	46820075
NM_001277311	Mea1	+	46817731	46820075
NM_025966	2310039H08Rik	+	46909583	46910356
NM_010787	Mea1	+	46818069	46820075
NM_009358	Ppp2r5d	-	46819939	46841951
NM_011195	Ptcra	-	46892611	46900661
NM_027910	Klhdc3	-	46811499	46817879
NM_001305990	Cnpy3	-	46872659	46889163
NM_001305989	Cnpy3	-	46872659	46889163
NM_001305988	Cnpy3	-	46872659	46889163
NM_001277312	Mea1	+	46818128	46820075
NM_028065	Cnpy3	-	46872659	46889163
NM_001100452	Gltscr1l	-	46935064	46968362
NM_178385	Tbcc	+	47027569	47029412
NM_001177374	Ubr2	-	47065239	47147481
NM_146078	Ubr2	-	47065239	47147481
NM_001146212	Mrps10	+	47505835	47515628
NM_001146211	Mrps10	+	47505835	47515628
NM_029296	1700001C19Rik	-	47549682	47574324
NM_001172091	1700001C19Rik	-	47549682	47551660
NM_183086	Mrps10	+	47506145	47515628
NM_008189	Guca1a	-	47531505	47537555
NM_001164729	Tomm6	-	47823593	47825335
NM_007632	Ccnd3	+	47730415	47736637
NM_025365	Tomm6	-	47823593	47825335
NM_016859	Bysl	-	47736279	47748441
NM_001290337	Prickle4	-	47825422	47831685
NM_001276390	Mdfi	-	47952276	47970240
NM_001109973	Mdfi	-	47952276	47971640
NM_010783	Mdfi	-	47952276	47970240
NM_001161723	Tfeb	+	47874879	47929365
NM_001161722	Tfeb	+	47873985	47929365
NM_001276391	Mdfi	-	47952276	47970240
NM_011549	Tfeb	+	47922692	47929365
NM_028767	Foxp4	-	48004081	48061581
NM_001110825	Foxp4	-	48004081	48061581
NM_001110824	Foxp4	-	48004081	48061581
NM_029689	1700122O11Rik	-	48173694	48175243
NM_026625	1700067P10Rik	+	48226581	48227870
NM_177824	9830107B12Rik	-	48262554	48283257
NM_178796	A530064D06Rik	-	48288845	48304207
NM_001113556	A530064D06Rik	-	48288845	48304207
NM_001177897	9830107B12Rik	-	48262554	48283257
NM_001177896	9830107B12Rik	-	48262554	48283257
NM_001033922	Treml4	+	48403660	48414724
NM_001272078	Trem2	+	48485725	48491601
NM_001163796	Treml4	+	48403660	48414724
NM_001163795	Treml4	+	48403660	48414724
NM_021407	Trem3	+	48386895	48398213
NM_021406	Trem1	+	48371902	48386091
NM_172623	Treml4	+	48403660	48414724
NM_031254	Trem2	+	48485725	48491601
NM_001033405	Treml2	+	48439362	48451859
NM_001289491	Oard1	+	48549324	48556595
NM_001289490	Oard1	+	48549324	48556595
NM_001110832	Nfya	-	48526209	48549145
NM_027763	Treml1	+	48499240	48506501
NM_010913	Nfya	-	48526209	48549145
NM_207219	Oard1	+	48549324	48556595
NM_152823	Unc5cl	+	48594225	48608009
NM_001289457	Treml1	+	48499240	48506501
NM_001289451	Treml1	+	48499240	48506501
NM_028464	Mocs1	+	49567688	49594755
NM_020042	Mocs1	+	49567688	49594755
NM_010021	Dazl	-	50418717	50432945
NM_001277863	Dazl	-	50418717	50432945
NM_001297747	Btg3	+	50838005	50839209
NM_001031811	Kcnh8	-	53092465	53121330
NM_172497	Efhb	-	53538213	53602646
NM_028232	Sgol1	-	53814111	53828640
NM_022025	Slc5a7	-	54412914	54438359
NM_144546	Zfp119a	-	56004156	56018218
NM_015766	Ebi3	+	56092045	56096445
NM_145490	Zfp959	+	56031515	56038353
NM_001310337	Zfp119b	-	56077795	56088923
NM_145934	Stap2	-	56136498	56145029
NM_013664	Sh3gl1	-	56156172	56176060
NM_026530	Mpnd	+	56148623	56156206
NM_009168	Shd	+	56109904	56116042
NM_001159523	Shd	+	56109904	56116042
NM_001252471	Sh3gl1	-	56156172	56176060
NM_025566	Tnfaip8l1	+	56301913	56313378
NM_001077348	Plin5	-	56251023	56256721
NM_025874	Plin5	-	56251023	56256971
NM_020568	Plin4	-	56240013	56249225
NM_001130456	Sema6b	-	56262507	56279766
NM_080837	Mydgf	-	56315963	56323343
NM_013662	Sema6b	-	56262507	56273275
NM_172624	Dpp9	-	56326104	56358312
NM_010192	Fem1a	+	56396215	56403031
NM_010931	Uhrf1	+	56442759	56462909
NM_001111078	Uhrf1	+	56443735	56462909
NM_001111079	Uhrf1	+	56442759	56462909
NM_001111080	Uhrf1	+	56443735	56462909
NM_174989	Ticam1	-	56408884	56416190
NM_025836	Plin3	-	56418384	56429934
NM_001252453	Ptprs	-	56551848	56615903
NM_001252456	Ptprs	-	56551848	56601644
NM_001252455	Ptprs	-	56551848	56615903
NM_011218	Ptprs	-	56551848	56615903
NM_011483	Znrf4	-	56650670	56651906
NM_018730	Rpl36	+	56752817	56753669
NM_001163300	Safb	+	56724404	56745717
NM_001029979	Safb2	-	56702364	56724006
NM_027244	Ndufa11	+	56857184	56863671
NM_001166474	Vmac	-	56853354	56857122
NM_001252466	Ranbp3	+	56812647	56851192
NM_001252467	Ranbp3	+	56812647	56851192
NM_027933	Ranbp3	+	56812647	56851192
NM_175350	Catsperd	+	56767565	56803879
NM_178926	Vmac	-	56853354	56856344
NM_144858	Dus3l	+	56904173	56909516
NM_009056	Rfx2	-	56915319	56970431
NM_027787	Rfx2	-	56915319	56970431
NM_025538	Alkbh7	+	57136761	57138759
NM_027372	Alkbh7	+	57136761	57138759
NM_008954	Pspn	-	57138879	57139441
NM_017393	Clpp	+	57129686	57135794
NM_175731	Acer1	-	57092912	57121549
NM_025877	Slc25a23	-	57183133	57199286
NM_010613	Khsrp	-	57160471	57170930
NM_175333	Slc25a41	-	57172194	57181077
NM_001242391	Trip10	+	57388873	57403120
NM_001242390	Trip10	+	57388873	57403120
NM_001242389	Trip10	+	57388873	57403120
NM_134125	Trip10	+	57388873	57403120
NM_009778	C3	-	57343389	57367559
NM_019418	Tnfsf14	-	57328896	57333604
NM_001308074	Gpr108	-	57374337	57386893
NM_001308072	Gpr108	-	57374337	57387112
NM_030084	Gpr108	-	57374337	57387112
NM_011691	Vav1	+	57418522	57468659
NM_001163816	Vav1	+	57418522	57468659
NM_001163815	Vav1	+	57418522	57468659
NM_001025309	Pja2	-	64630354	64681223
NM_144859	Pja2	-	64630354	64681223
NM_153519	Txndc2	-	65986844	65989096
NM_001146002	Txndc2	-	65986844	65991544
NM_013933	Vapa	-	65929392	65962895
NM_001114131	Ppp4r1	+	66132694	66191266
NM_146081	Ppp4r1	+	66132694	66191266
NM_023053	Twsg1	-	66272404	66300527
NM_009067	Ralbp1	-	66197768	66235095
NM_001198949	Ralbp1	-	66197768	66234263
NM_028388	Ndufv2	-	66428134	66450899
NM_001278415	Ndufv2	-	66428134	66450899
NM_026833	Wash1	+	66460885	66469843
NM_001037757	Wash1	+	66460984	66469843
NM_028998	Themis3	-	66904591	66943962
NM_001033340	Lrrc30	-	67980304	67982063
NM_001206661	Tmem200c	+	69186475	69192478
NM_001145192	A330050F15Rik	+	69788665	69838573
NM_009372	Tgif1	-	71193544	71200550
NM_001164077	Tgif1	-	71193544	71196117
NM_001164076	Tgif1	-	71193544	71199130
NM_001164075	Tgif1	-	71193544	71201074
NM_001164074	Tgif1	-	71193544	71202872
NM_026064	Myl12a	-	71343132	71351873
NM_023294	Ndc80	-	71845439	71876197
NM_001142631	Spdya	+	71901400	71928040
NM_029254	Spdya	+	71901400	71938873
NM_175639	Wdr43	+	71965554	72008371
NM_177087	Fam179a	+	72022600	72079009
NM_030179	Clip4	+	72131286	72207691
NM_001271484	Clip4	+	72119030	72199504
NM_001271483	Clip4	+	72130638	72213550
NM_175378	Clip4	+	72119030	72199504
NM_020578	Ehd3	+	74154180	74181433
NM_011723	Xdh	-	74233234	74299536
NM_133771	Memo1	-	74600039	74694203
NM_001252478	Slc30a6	+	74794947	74823569
NM_001162870	Spast	+	74738326	74790453
NM_016962	Spast	+	74738326	74790453
NM_144798	Slc30a6	+	74794947	74823569
NM_026417	Yipf4	+	74888832	74899617
NM_133747	Fam98a	-	75936425	75951286
NM_199448	Fez2	-	78777217	78817492
NM_001285946	Fez2	-	78777217	78817492
NM_001285940	Fez2	-	78777217	78817492
NM_001197028	Vit	+	78907402	79026749
NM_028813	Vit	+	78907402	79026749
NM_011163	Eif2ak2	-	79251889	79281912
NM_181649	Gpatch11	+	79234855	79247648
NM_001171004	Prkd3	-	79348744	79420156
NM_001171005	Prkd3	-	79348744	79407845
NM_001024806	Cebpz	-	79318342	79336410
NM_028611	Ndufaf7	+	79336474	79347392
NM_001177403	Cebpzos	+	79315838	79320388
NM_001177402	Cebpzos	+	79315838	79320388
NM_029239	Prkd3	-	79348744	79420156
NM_001316729	Qpct	+	79451245	79489718
NM_027455	Qpct	+	79451245	79489718
NM_001286647	Atl2	-	80247729	80295463
NM_019717	Atl2	-	80247729	80295463
NM_178050	Atl2	-	80247729	80295463
NM_144802	Hnrnpll	-	80428826	80461608
NM_001195487	Srsf7	-	80599419	80606645
NM_001195486	Srsf7	-	80599419	80606645
NM_001195485	Srsf7	-	80599419	80606645
NM_146083	Srsf7	-	80599419	80606645
NM_026351	Ttc39d	+	80615253	80617276
NM_194269	Morn2	+	80689551	80696816
NM_198942	Dhx57	-	80637643	80689816
NM_001163759	Dhx57	-	80637643	80689816
NM_001033443	Cdkl4	-	80922889	80963174
NM_028138	Thumpd2	-	81425666	81464425
NM_001159529	Cox7a2l	-	83901256	83913673
NM_009187	Cox7a2l	-	83901256	83913673
NM_028233	Lrpprc	-	85104586	85190126
NM_026180	Abcg8	+	85082460	85099673
NM_001286005	Abcg8	+	85075641	85099673
NM_011151	Ppm1b	+	85357340	85416468
NM_001159498	Ppm1b	+	85373391	85423332
NM_001159497	Ppm1b	+	85356080	85423332
NM_001159496	Ppm1b	+	85357340	85414116
NM_001163624	Prepl	-	85462816	85489614
NM_001163623	Prepl	-	85462816	85489607
NM_001163622	Prepl	-	85462816	85489607
NM_145984	Prepl	-	85462816	85489607
NM_011381	Six3	+	86020173	86025531
NM_011380	Six2	-	86083607	86087594
NM_001277980	Tmem247	+	87316687	87321707
NM_029121	Atp6v1e2	-	87343448	87347227
NM_030104	Tmem247	+	87316687	87321707
NM_139295	Mcfd2	-	87653782	87665287
NM_176808	Mcfd2	-	87653782	87665287
NM_007589	Calm2	-	87832740	87846275
NM_008532	Epcam	+	88035318	88050467
NM_010830	Msh6	+	88374389	88390232
NM_001190356	Gm4832	+	88524851	88530456
NM_028658	Ppp1r21	+	88929463	88987707
NM_023630	Gtf2a1l	+	89067999	89114490
NM_029858	Ston1	+	89025894	89045064
NM_009625	Adcyap1	+	93598507	93605877
NM_001315504	Adcyap1	+	93598507	93605877
NM_001315503	Adcyap1	+	93598356	93605877
NM_153780	2610044O15Rik8	-	95213816	95234160
